time,sender_number,packets_received,packets_sent,packets_lost,sending_duration,total_delay
1.047516,0,35,39,0,809.500000,1770.500000
2.011016,0,77,79,0,1773.000000,3892.000000
3.022516,0,139,145,0,2784.500000,7027.500000
4.000016,0,445,464,0,3762.000000,22570.500000
5.001516,0,641,650,0,4763.500000,32484.000000
6.015516,0,912,927,0,5777.500000,46246.500000
7.029016,0,1301,1324,0,6791.000000,65959.000000
8.003516,0,1683,1709,0,7765.500000,85301.000000
9.002516,0,2108,2131,0,8764.500000,106821.500000
10.013016,0,2616,2662,0,9775.000000,132547.000000
11.000016,0,3538,3587,0,10762.000000,179342.500000
12.000016,0,4729,4797,0,11762.000000,239792.000000
13.000016,0,6466,6575,0,12762.000000,329107.000000
14.000016,0,8466,8919,317,13762.000000,439236.000000
15.000016,0,10466,11851,1205,14762.000000,549745.000000
16.000016,0,12466,15306,2641,15762.000000,660248.500000
17.000016,0,14466,18941,4271,16762.000000,770949.500000
18.000016,0,16419,21356,4842,17762.000000,875356.500000
19.000016,0,18372,23336,4850,18762.000000,976998.500000
20.000016,0,20218,25168,4869,19762.000000,1073836.000000
21.001016,0,21563,26483,4869,20763.000000,1142149.000000
22.000016,0,22383,27292,4869,21762.000000,1183699.500000
23.003516,0,23053,27954,4869,22765.500000,1217756.500000
24.016016,0,23710,28622,4869,23778.000000,1251083.500000
25.000016,0,24477,29381,4869,24762.000000,1290010.500000
26.000016,0,25079,29980,4869,25762.000000,1320467.000000
27.007516,0,25774,30689,4869,26769.500000,1355708.500000
28.000016,0,27057,31997,4869,27762.000000,1421133.000000
29.000016,0,28875,33965,4957,28762.000000,1517060.000000
30.000016,0,30875,36967,5896,29762.000000,1627217.500000
31.000016,0,32875,40938,7834,30762.000000,1737945.000000
32.000016,0,34875,44114,9115,31762.000000,1848271.500000
33.005016,0,36034,45185,9135,32767.000000,1907989.500000
34.016516,0,36200,45343,9135,33778.500000,1916375.500000
35.032516,0,36335,45472,9135,34794.500000,1923207.500000
36.046016,0,36438,45579,9135,35808.000000,1928424.000000
37.008016,0,36522,45658,9135,36770.000000,1932667.500000
38.023016,0,36584,45720,9135,37785.000000,1935804.000000
39.034016,0,36631,45769,9135,38796.000000,1938179.500000
40.046016,0,36662,45799,9135,39808.000000,1939745.000000
41.006516,0,36748,45888,9135,40768.500000,1944098.500000
42.017516,0,36832,45968,9135,41779.500000,1948343.000000
43.028016,0,36891,46029,9135,42790.000000,1951325.500000
44.039516,0,36935,46072,9135,43801.500000,1953548.000000
45.001016,0,36986,46125,9135,44763.000000,1956126.000000
46.013016,0,37024,46161,9135,45775.000000,1958046.000000
47.025516,0,37088,46228,9135,46787.500000,1961284.000000
48.037016,0,37131,46267,9135,47799.000000,1963456.000000
49.000016,0,37184,46322,9135,48762.000000,1966137.000000
50.010516,0,37238,46375,9135,49772.500000,1968865.000000
51.021516,0,37315,46453,9135,50783.500000,1972758.500000
52.033516,0,37358,46496,9135,51795.500000,1974931.000000
53.044516,0,37394,46531,9135,52806.500000,1976749.500000
54.004516,0,37417,46554,9135,53766.500000,1977911.000000
55.016016,0,37444,46580,9135,54778.000000,1979274.500000
56.028016,0,37528,46668,9135,55790.000000,1983523.500000
57.042516,0,37642,46782,9135,56804.500000,1989289.500000
58.006516,0,37708,46846,9135,57768.500000,1992624.500000
59.018016,0,37765,46903,9135,58780.000000,1995505.500000
60.031516,0,37806,46943,9135,59793.500000,1997578.000000
61.045016,0,37855,46992,9135,60807.000000,2000054.500000
62.008516,0,37898,47036,9135,61770.500000,2002227.500000
63.020016,0,37947,47086,9135,62782.000000,2004704.000000
64.032016,0,38053,47195,9135,63794.000000,2010073.000000
65.045016,0,38115,47251,9135,64807.000000,2013206.000000
66.007016,0,38146,47284,9135,65769.000000,2014772.000000
67.018516,0,38215,47356,9135,66780.500000,2018258.000000
68.030016,0,38440,47590,9135,67792.000000,2029666.500000
69.043016,0,38621,47765,9135,68805.000000,2038823.000000
70.006016,0,38819,47966,9135,69768.000000,2048852.000000
71.019016,0,39016,48159,9135,70781.000000,2058818.000000
72.033016,0,39143,48279,9135,71795.000000,2065240.500000
73.043516,0,39241,48382,9135,72805.500000,2070193.500000
74.005016,0,39301,48437,9135,73767.000000,2073227.500000
75.016016,0,39336,48472,9135,74778.000000,2074995.500000
76.027016,0,39374,48512,9135,75789.000000,2076915.000000
77.040516,0,39477,48616,9135,76802.500000,2082129.000000
78.002016,0,39579,48721,9135,77764.000000,2087287.500000
79.015016,0,39725,48872,9135,78777.000000,2094671.000000
80.028016,0,39928,49075,9135,79790.000000,2104952.500000
81.000016,0,40222,49383,9135,80762.000000,2119879.500000
82.005016,0,40852,50033,9135,81767.000000,2151907.500000
83.000016,0,41999,51188,9135,82762.000000,2210451.000000
84.000516,0,43073,52272,9135,83762.500000,2264855.500000
85.000016,0,44092,53280,9135,84762.000000,2316509.000000
86.002016,0,45248,54445,9135,85764.000000,2375203.000000
87.000016,0,46620,55847,9135,86762.000000,2445029.500000
88.000016,0,48551,57796,9135,87762.000000,2544717.500000
89.000016,0,50550,59995,9306,88762.000000,2654160.500000
90.000016,0,52550,62821,10105,89762.000000,2764727.000000
91.000016,0,54550,65796,11104,90762.000000,2875338.500000
92.000516,0,56465,67822,11272,91762.500000,2976646.500000
93.000016,0,58322,69722,11281,92762.000000,3072529.000000
94.000016,0,60322,72489,11999,93762.000000,3183034.500000
95.000016,0,62318,74966,12552,94762.000000,3292322.500000
96.000016,0,63534,76125,12552,95762.000000,3353870.500000
97.000016,0,64374,76969,12552,96762.000000,3396446.000000
98.008516,0,65212,77807,12552,97770.500000,3438930.500000
99.000016,0,66345,78972,12552,98762.000000,3496484.500000
100.000016,0,68234,81104,12717,99762.000000,3597107.500000
101.000016,0,70234,84370,13940,100762.000000,3707824.500000
102.000016,0,72234,87929,15507,101762.000000,3818435.500000
103.000016,0,74234,91058,16653,102762.000000,3929055.500000
104.000016,0,76234,93862,17485,103762.000000,4039343.500000
105.000016,0,78191,96102,17829,104762.000000,4144697.500000
106.000016,0,79611,97508,17829,105762.000000,4216648.500000
107.000016,0,80779,98658,17829,106762.000000,4275824.500000
108.000016,0,81889,99792,17829,107762.000000,4332158.500000
109.000016,0,83779,101823,17919,108762.000000,4433408.500000
110.000016,0,85769,103918,18061,109762.000000,4541692.000000
111.000016,0,87265,105398,18061,110762.000000,4617775.500000
112.000016,0,89102,107579,18313,111762.000000,4716237.000000
113.000016,0,91102,110972,19658,112762.000000,4826916.000000
114.000016,0,93102,115504,22088,113762.000000,4937695.000000
115.000016,0,95102,121236,25865,114762.000000,5048478.000000
116.000016,0,97102,124961,27680,115762.000000,5158951.500000
117.000516,0,99015,127331,28249,116762.500000,5261782.000000
118.000016,0,99944,128236,28249,117762.000000,5308828.000000
119.001016,0,100952,129253,28249,118763.000000,5359913.000000
120.004016,0,102038,130352,28249,119766.000000,5415112.500000
121.000016,0,103202,131503,28249,120762.000000,5474209.000000
122.000016,0,104583,132930,28249,121762.000000,5544749.500000
123.000016,0,106496,134944,28321,122762.000000,5645756.500000
124.000016,0,108492,137256,28658,123762.000000,5755108.000000
125.000016,0,110448,139228,28673,124762.000000,5857563.500000
126.000016,0,112431,141301,28742,125762.000000,5962668.500000
127.000016,0,114408,143386,28849,126762.000000,6068477.000000
128.000016,0,116343,145338,28897,127762.000000,6170387.500000
129.000016,0,118261,147277,28904,128762.000000,6270919.500000
130.000016,0,120260,149427,29040,129762.000000,6379785.000000
131.000016,0,122182,151399,29118,130762.000000,6480810.000000
132.000016,0,123877,153087,29118,131762.000000,6567472.000000
133.000016,0,125788,155152,29236,132762.000000,6668857.000000
134.000016,0,127750,157445,29614,133762.000000,6775386.000000
135.000016,0,129222,158907,29614,134762.000000,6849983.000000
136.000016,0,130444,160135,29614,135762.000000,6911990.500000
137.000016,0,132320,162048,29624,136762.000000,7009625.000000
138.000016,0,134252,163971,29626,137762.000000,7110480.500000
139.000016,0,136222,166476,30109,138762.000000,7217436.000000
140.000016,0,138133,168560,30342,139762.000000,7319607.000000
141.000016,0,139923,170368,30342,140762.000000,7411456.000000
142.000016,0,141860,172302,30342,141762.000000,7511562.000000
143.000016,0,143839,174427,30491,142762.000000,7618065.500000
144.000016,0,145612,176199,30491,143762.000000,7708718.000000
145.000016,0,147440,178092,30532,144762.000000,7803499.500000
146.000016,0,149418,180166,30660,145762.000000,7910639.000000
147.000016,0,151296,182088,30680,146762.000000,8008666.000000
148.000016,0,153282,184190,30788,147762.000000,8115102.000000
149.000016,0,155276,186245,30852,148762.000000,8222044.500000
150.000016,0,157190,188154,30867,149762.000000,8321223.500000
151.000016,0,159182,190223,30934,150762.000000,8428408.000000
152.000016,0,161023,192064,30940,151762.000000,8523894.000000
153.000016,0,162992,194084,30997,152762.000000,8628746.000000
154.000016,0,164744,195825,30997,153762.000000,8717891.000000
155.000016,0,166672,197856,31068,154762.000000,8820956.000000
156.000016,0,168670,200002,31237,155762.000000,8929475.000000
157.000516,0,170418,201744,31237,156762.500000,9018700.000000
158.000016,0,172338,203777,31322,157762.000000,9120784.000000
