time,sender_number,packets_received,packets_sent,packets_lost,sending_duration,total_delay
1.000040,0,204,241,2,964.500000,10442.500000
1.000040,1,0,0,0,0.000000,0.000000
2.000040,0,1652,1991,203,1497.750000,88249.000000
2.000040,1,22,23,0,461.934235,1167.236938
3.000540,0,3564,3964,315,1998.000000,188784.500000
3.000540,1,28,30,0,962.184204,1471.236938
4.000040,0,5427,5883,370,2497.750000,286280.000000
4.000040,1,62,66,0,1461.934204,3240.236816
5.000040,0,7182,7723,429,2997.750000,377586.500000
5.000040,1,95,100,2,1961.934204,4936.236816
6.000040,0,8936,9527,473,3497.750000,468771.500000
6.000040,1,123,127,2,2461.934326,6375.736816
7.000040,0,10639,11234,498,3997.750000,556427.000000
7.000040,1,125,130,2,2961.934326,6477.736816
8.000040,0,12473,13088,516,4497.750000,650462.000000
8.000040,1,153,158,2,3461.934326,7908.236816
9.000040,0,14368,15002,540,4997.750000,747249.500000
9.000040,1,162,171,2,3961.934326,8365.737305
10.000040,0,16268,16917,554,5497.750000,845695.500000
10.000040,1,200,207,2,4461.934082,10331.237305
11.000040,0,18014,18695,599,5997.750000,936557.000000
11.000040,1,227,234,2,4961.934082,11729.737305
12.000040,0,19759,20479,618,6497.750000,1025671.500000
12.000040,1,266,272,2,5461.934082,13718.237305
13.000040,0,21651,22384,647,6997.750000,1125079.000000
13.000040,1,298,304,2,5961.934082,15414.737305
14.000040,0,23416,24178,671,7497.750000,1215219.000000
14.000040,1,333,340,2,6461.934082,17200.736328
15.000040,0,25281,26066,686,7997.750000,1310745.000000
15.000040,1,334,341,2,6961.934082,17252.236328
16.000040,0,27163,27980,732,8497.750000,1409616.000000
16.000040,1,367,375,2,7461.934082,18978.736328
17.000040,0,28933,29838,800,8997.750000,1502477.000000
17.000040,1,397,405,3,7961.934082,20549.236328
18.000040,0,30692,31603,821,9497.750000,1592460.000000
18.000040,1,425,434,4,8461.934570,21975.236328
19.000040,0,32554,33487,845,9997.750000,1688636.000000
19.000040,1,427,438,4,8961.934570,22076.736328
20.000040,0,34354,35325,891,10497.750000,1782421.000000
20.000040,1,458,469,5,9461.934570,23673.736328
21.000040,0,35878,36868,902,10997.750000,1859673.500000
21.000040,1,493,506,6,9961.934570,25444.236328
22.000040,0,37634,38651,918,11497.750000,1949044.000000
22.000040,1,526,538,6,10461.934570,27123.736328
23.000040,0,39405,40457,977,11997.750000,2042109.500000
23.000040,1,536,548,6,10961.934570,27662.736328
24.000040,0,41176,42257,1002,12497.750000,2134245.500000
24.000040,1,545,559,7,11461.934570,28150.736328
25.000040,0,42932,44046,1022,12997.750000,2223924.000000
25.000040,1,560,578,8,11961.934570,28916.236328
26.001040,0,44807,45986,1103,13498.250000,2322380.000000
26.001040,1,590,608,9,12462.434570,30479.736328
27.000040,0,46385,47606,1121,13997.750000,2403168.500000
27.000040,1,615,633,9,12961.934570,31759.736328
28.000040,0,48211,49476,1162,14497.750000,2498391.000000
28.000040,1,642,660,10,13461.934570,33158.738281
29.000040,0,49963,51261,1188,14997.750000,2588174.000000
29.000040,1,672,690,10,13961.934570,34690.738281
30.000040,0,51895,53199,1206,15497.750000,2689200.500000
30.000040,1,675,693,10,14461.934570,34854.738281
31.000040,0,53719,55115,1286,15997.750000,2785331.000000
31.000040,1,735,765,17,14961.934570,38061.738281
32.000040,0,55587,57017,1333,16497.750000,2883325.500000
32.000040,1,779,807,18,15461.934570,40345.238281
33.000040,0,57395,58860,1350,16997.750000,2976111.000000
33.000040,1,809,837,18,15961.934570,41872.738281
34.000040,0,59079,60568,1399,17497.750000,3063829.000000
34.000040,1,859,888,19,16461.933594,44473.238281
35.000040,0,60904,62424,1435,17997.750000,3159144.500000
35.000040,1,893,922,20,16961.933594,46247.238281
36.000040,0,62786,64374,1498,18497.750000,3258438.500000
36.000040,1,925,956,20,17461.933594,47920.238281
37.000040,0,64546,66159,1523,18997.750000,3348162.500000
37.000040,1,962,991,20,17961.933594,49807.738281
38.000040,0,66433,68075,1537,19497.750000,3446292.500000
38.000040,1,995,1025,20,18461.933594,51517.738281
39.000040,0,68223,69886,1562,19997.750000,3539393.000000
39.000040,1,1027,1057,20,18961.933594,53163.738281
40.000040,0,70124,71858,1629,20497.750000,3639838.500000
40.000040,1,1061,1091,21,19461.933594,54950.738281
41.000040,0,71717,73461,1655,20997.750000,3721055.500000
41.000040,1,1086,1116,21,19961.933594,56226.738281
42.000040,0,73628,75451,1717,21497.750000,3822458.500000
42.000040,1,1111,1143,23,20461.933594,57540.738281
43.000040,0,75407,77230,1743,21997.750000,3914829.500000
43.000040,1,1142,1175,23,20961.933594,59143.738281
44.000040,0,77205,79058,1761,22497.750000,4006860.500000
44.000040,1,1173,1206,23,21461.933594,60731.238281
45.000040,0,78984,80864,1785,22997.750000,4097573.000000
45.000040,1,1200,1233,24,21961.933594,62109.238281
46.000040,0,80844,82752,1825,23497.750000,4195482.500000
46.000040,1,1228,1261,24,22461.933594,63578.238281
47.000040,0,82668,84607,1851,23997.750000,4290076.500000
47.000040,1,1257,1290,24,22961.933594,65090.738281
48.000040,0,84583,86563,1898,24497.750000,4391282.500000
48.000040,1,1282,1315,24,23461.933594,66414.234375
49.000040,0,86409,88465,1968,24997.750000,4487091.000000
49.000040,1,1320,1354,24,23961.933594,68404.234375
50.000040,0,88165,90245,1981,25497.750000,4576491.500000
50.000040,1,1349,1383,24,24461.933594,69872.734375
51.000040,0,90029,92134,1997,25997.750000,4673472.000000
51.000040,1,1378,1413,25,24961.933594,71386.234375
52.000040,0,91918,94044,2024,26497.750000,4772740.500000
52.000040,1,1407,1441,25,25461.933594,72910.234375
53.000040,0,93826,95966,2051,26997.750000,4872722.000000
53.000040,1,1444,1478,25,25961.933594,74835.234375
54.000040,0,95744,97937,2096,27497.750000,4973846.500000
54.000040,1,1463,1497,25,26461.933594,75845.234375
55.000040,0,97547,99782,2120,27997.750000,5065899.000000
55.000040,1,1476,1512,25,26961.933594,76509.734375
56.000040,0,99349,101600,2162,28497.750000,5159034.500000
56.000040,1,1508,1544,25,27461.933594,78157.234375
57.000040,0,101195,103481,2181,28997.750000,5254976.000000
57.000040,1,1541,1578,25,27961.933594,79863.234375
58.000040,0,103072,105416,2236,29497.750000,5354125.500000
58.000040,1,1578,1616,26,28461.933594,81823.234375
59.000040,0,104924,107277,2253,29997.750000,5450132.500000
59.000040,1,1621,1660,26,28961.933594,84056.234375
60.000040,0,106746,109103,2270,30497.750000,5543645.000000
60.000040,1,1690,1726,26,29461.933594,87591.234375
61.000040,0,108567,110981,2297,30997.750000,5638355.000000
61.000040,1,1724,1761,26,29961.933594,89360.234375
62.000040,0,110400,112837,2346,31497.750000,5734145.500000
62.000040,1,1776,1813,26,30461.933594,92034.734375
63.000040,0,112297,114753,2357,31997.750000,5832505.500000
63.000040,1,1818,1856,27,30961.933594,94206.734375
64.000040,0,114140,116610,2378,32497.750000,5926729.000000
64.000040,1,1849,1887,27,31461.933594,95792.234375
65.000040,0,116035,118565,2448,32997.750000,6026865.000000
65.000040,1,1890,1929,27,31961.933594,97934.734375
66.000040,0,117782,120371,2481,33497.750000,6117109.000000
66.000040,1,1932,1970,27,32461.933594,100080.734375
67.000040,0,119667,122273,2507,33997.750000,6216041.000000
67.000040,1,1970,2009,27,32961.933594,102085.234375
68.000040,0,121479,124163,2568,34497.750000,6310271.500000
68.000040,1,2013,2051,27,33461.933594,104323.734375
69.000040,0,123253,125967,2597,34997.750000,6403220.000000
69.000040,1,2052,2089,27,33961.933594,106348.734375
70.000040,0,125006,127736,2640,35497.750000,6494270.500000
70.000040,1,2077,2115,28,34461.933594,107646.234375
71.000040,0,126889,129648,2655,35997.750000,6591332.500000
71.000040,1,2111,2152,30,34961.933594,109399.734375
72.000040,0,128651,131411,2681,36497.750000,6682825.000000
72.000040,1,2138,2180,31,35461.933594,110810.234375
73.000040,0,130458,133256,2695,36997.750000,6775115.500000
73.000040,1,2164,2205,31,35961.933594,112132.734375
74.000040,0,132308,135137,2755,37497.750000,6872462.000000
74.000040,1,2192,2233,31,36461.933594,113594.734375
75.000040,0,134045,136909,2769,37997.750000,6961028.500000
75.000040,1,2228,2270,31,36961.933594,115427.734375
76.000040,0,135904,138787,2790,38497.750000,7058022.500000
76.000040,1,2256,2297,31,37461.933594,116886.234375
77.000040,0,137765,140681,2827,38997.750000,7156069.000000
77.000040,1,2303,2345,31,37961.933594,119345.234375
78.000040,0,139634,142584,2864,39497.750000,7253684.500000
78.000040,1,2320,2361,31,38461.933594,120225.234375
79.000040,0,141479,144457,2884,39997.750000,7349911.500000
79.000040,1,2342,2386,32,38961.933594,121377.234375
80.000040,0,143351,146375,2927,40497.750000,7447544.000000
80.000040,1,2375,2422,34,39461.933594,123098.234375
81.000040,0,145135,148221,2973,40997.750000,7541412.500000
81.000040,1,2422,2467,34,39961.933594,125542.234375
