time,sender_number,packets_received,packets_sent,packets_lost,sending_duration,total_delay
1.021311,0,56,63,0,500.555237,2830.500000
1.021311,1,32,37,0,379.250000,1616.500000
2.000311,0,148,154,1,990.055237,7586.941895
2.000311,1,556,630,3,868.750000,28742.500000
3.000311,0,352,365,2,1490.055176,18039.441406
3.000311,1,2135,2224,13,1368.750000,109204.000000
4.000311,0,654,681,6,1990.055176,33432.941406
4.000311,1,3669,3780,33,1868.750000,187319.000000
5.000311,0,1106,1154,22,2490.055176,57674.441406
5.000311,1,5185,5370,103,2368.750000,268678.500000
6.000311,0,1543,1619,50,2990.055176,81348.445312
6.000311,1,6725,6935,132,2868.750000,352021.500000
7.000311,0,2030,2107,55,3490.055176,106818.445312
7.000311,1,8130,8354,151,3368.750000,425519.500000
8.000311,0,2512,2605,64,3990.055176,132082.937500
8.000311,1,9605,9845,159,3868.750000,502833.000000
9.000311,0,2983,3072,71,4490.055176,157526.437500
9.000311,1,11105,11374,191,4368.750000,583881.000000
10.000311,0,3366,3465,77,4990.055176,177028.937500
10.000311,1,12517,12795,204,4868.750000,655549.500000
11.000311,0,3797,3895,79,5490.055176,198970.437500
11.000311,1,13977,14274,224,5368.750000,730004.000000
12.000311,0,4195,4295,83,5990.055176,219237.437500
12.000311,1,15398,15716,242,5868.750000,802245.500000
13.000311,0,4491,4599,86,6490.055176,234310.937500
13.000311,1,16860,17200,255,6368.750000,876516.500000
14.000311,0,4849,5000,130,6990.055176,253809.937500
14.000311,1,18486,18913,331,6868.750000,965295.000000
15.000311,0,5229,5394,142,7490.055176,274121.437500
15.000311,1,20079,20530,366,7368.750000,1050504.500000
16.000311,0,5606,5780,153,7990.055176,294154.437500
16.000311,1,21680,22142,382,7868.750000,1135396.500000
17.000311,0,6026,6201,155,8490.055664,315852.437500
17.000311,1,23180,23655,401,8368.750000,1212907.500000
18.000311,0,6407,6591,162,8990.055664,335227.437500
18.000311,1,24606,25089,411,8868.750000,1285278.000000
19.000311,0,6842,7052,181,9490.055664,358218.437500
19.000311,1,26092,26660,470,9368.750000,1364240.500000
20.000311,0,7266,7505,216,9990.055664,381496.437500
20.000311,1,27648,28297,567,9868.750000,1449757.000000
21.000311,0,7758,8018,232,10490.055664,408393.437500
21.000311,1,29142,29864,637,10368.750000,1531595.500000
22.000311,0,8204,8493,260,10990.055664,432907.937500
