time,sender_number,packets_received,packets_sent,packets_lost,sending_duration,total_delay
1.010620,0,111,123,0,805.232361,5630.000000
1.010620,1,11,14,0,126.250000,555.500000
2.023620,0,334,345,0,1311.732422,16944.000000
2.023620,1,73,74,0,632.750000,3690.000000
3.004155,0,499,506,0,1802.000000,25291.000000
3.004155,1,106,109,0,1123.017578,5357.500000
4.018155,0,637,643,0,2309.000000,32273.500000
4.018155,1,155,156,0,1630.017578,7833.500000
5.009620,0,728,734,0,2804.732422,36871.500000
5.009620,1,211,213,0,2125.750000,10662.000000
6.021120,0,806,809,0,3310.482422,40815.500000
6.021120,1,259,262,0,2631.500000,13088.000000
7.004155,0,949,954,0,3802.000000,48057.500000
7.004155,1,315,317,0,3123.017578,15916.500000
8.018155,0,998,1004,0,4309.000000,50533.000000
8.018155,1,348,349,0,3630.017578,17583.000000
9.003120,0,1098,1102,0,4801.482422,55591.500000
9.003120,1,391,396,0,4122.500000,19756.000000
10.014120,0,1164,1166,0,5306.982422,58930.500000
10.014120,1,483,484,0,4628.000000,24407.500000
11.004655,0,1268,1275,0,5802.250000,64191.500000
11.004655,1,517,519,0,5123.267578,26125.000000
12.016655,0,1371,1373,0,6308.250000,69397.500000
12.016655,1,556,559,0,5629.267578,28095.000000
13.029655,0,1420,1422,0,6814.750000,71873.000000
13.029655,1,647,651,0,6135.767578,32693.000000
14.009120,0,1498,1505,0,7304.482422,75818.000000
14.009120,1,761,764,0,6625.500000,38461.500000
15.004655,0,1607,1619,0,7802.250000,81337.000000
15.004655,1,803,806,0,7123.267578,40583.000000
16.019155,0,1743,1750,0,8309.500000,88221.500000
16.019155,1,847,851,0,7630.517578,42806.000000
17.031655,0,1926,1941,0,8815.750000,97491.000000
17.031655,1,892,894,0,8136.767578,45080.000000
18.000155,0,2187,2199,0,9300.000000,110698.000000
18.000155,1,933,937,0,8621.017578,47152.000000
19.009655,0,2494,2516,0,9804.750000,126263.500000
19.009655,1,1067,1084,0,9125.767578,53976.281250
20.024155,0,2905,2922,0,10312.000000,147091.500000
20.024155,1,1323,1333,0,9633.017578,67029.781250
21.002655,0,3237,3253,0,10801.250000,163903.000000
21.002655,1,1528,1544,0,10122.267578,77455.781250
22.011655,0,3580,3597,0,11305.750000,181274.500000
22.011655,1,1980,2005,0,10626.767578,100492.281250
23.022655,0,3978,4004,0,11811.250000,201415.500000
23.022655,1,2321,2331,0,11132.267578,117783.281250
24.000155,0,4337,4355,0,12300.000000,219569.500000
24.000155,1,2538,2552,0,11621.017578,128772.781250
25.000155,0,4691,4723,0,12800.000000,237536.000000
25.000155,1,2668,2670,0,12121.017578,135361.781250
26.000155,0,5710,5782,0,13300.000000,289409.000000
26.000155,1,2702,2705,0,12621.017578,137110.781250
27.000155,0,7401,7513,2,13800.000000,376793.000000
