time,sender_number,packets_received,packets_sent,packets_lost,sending_duration,total_delay
1.013135,0,35,42,0,169.107117,1770.500000
1.013135,1,18,22,0,111.457977,910.500000
1.013135,2,39,44,0,325.510529,1972.000000
1.013135,3,11,13,0,68.810989,555.500000
2.000131,0,160,167,0,415.856049,8129.406738
2.000131,1,84,89,0,358.206909,4249.000000
2.000131,2,183,196,0,572.259460,9267.500000
2.000131,3,127,135,0,315.559937,6438.000000
3.000135,0,310,317,0,665.857117,15753.324219
3.000135,1,350,376,0,608.208008,17735.000000
3.000135,2,424,433,0,822.260559,21479.500000
3.000135,3,325,333,0,565.560974,16497.437500
4.003135,0,457,469,0,916.607117,23185.824219
4.003135,1,862,891,0,858.958008,43719.000000
4.003135,2,568,573,0,1073.010498,28763.500000
4.003135,3,507,520,0,816.310974,25715.937500
5.000131,0,711,722,0,1165.856079,36098.324219
5.000131,1,1338,1356,0,1108.206909,67863.000000
5.000131,2,741,762,0,1322.259521,37548.500000
5.000131,3,678,682,0,1065.559937,34396.937500
6.010631,0,925,935,0,1418.481079,47010.324219
6.010631,1,1656,1673,0,1360.831909,83964.976562
6.010631,2,1100,1131,0,1574.884521,55851.000000
6.010631,3,745,748,0,1318.184937,37810.437500
7.000131,0,1094,1106,0,1665.856079,55929.324219
7.000131,1,2030,2051,5,1608.206909,103684.437500
7.000131,2,2262,2356,9,1822.259521,116361.500000
7.000131,3,789,790,0,1565.559937,40127.937500
8.000131,0,1254,1264,2,1915.856079,64532.824219
8.000131,1,2270,2296,10,1858.206909,116559.437500
8.000131,2,3798,4003,133,2072.259521,198586.000000
8.000131,3,821,823,1,1815.559937,41849.937500
9.000131,0,1367,1379,2,2165.855957,70313.328125
9.000131,1,2533,2557,10,2108.207031,130028.437500
9.000131,2,4858,5027,133,2322.259521,252789.000000
9.000131,3,877,885,1,2065.559814,44702.437500
10.001631,0,1599,1616,2,2416.230957,82073.828125
10.001631,1,2724,2738,10,2358.582031,139722.937500
10.001631,2,5468,5634,133,2572.634521,283687.000000
10.001631,3,923,926,1,2315.934814,47030.437500
11.000131,0,1831,1846,2,2665.855957,93880.328125
11.000131,1,2764,2777,10,2608.207031,141742.937500
11.000131,2,6343,6545,133,2822.259521,328070.000000
11.000131,3,1003,1006,1,2565.559814,51095.937500
12.000131,0,2033,2041,2,2915.855957,104187.828125
12.000131,1,2802,2813,10,2858.207031,143678.437500
12.000131,2,7412,7602,133,3072.259521,382470.500000
12.000131,3,1042,1046,1,2815.559814,53091.937500
13.000631,0,2268,2284,2,3165.980957,116363.328125
13.000631,1,2843,2857,10,3108.332031,145812.437500
13.000631,2,8397,8575,134,3322.384521,432808.500000
13.000631,3,1128,1134,1,3065.684814,57535.937500
14.000131,0,2474,2492,7,3415.855957,127222.828125
14.000131,1,2959,2982,13,3358.207031,152002.937500
14.000131,2,9737,10057,237,3572.259521,504125.500000
14.000131,3,1276,1301,11,3315.559814,65416.937500
15.000131,0,2634,2646,7,3665.855957,135498.828125
15.000131,1,3191,3217,16,3608.207031,163975.937500
15.000131,2,10901,11200,248,3822.259521,564629.500000
15.000131,3,1397,1413,12,3565.559814,71768.437500
16.000131,0,2744,2760,7,3915.855957,141102.328125
16.000131,1,3608,3657,16,3858.207031,185266.437500
16.000131,2,11859,12158,248,4072.259521,613454.000000
16.000131,3,1436,1451,12,3815.559814,73749.937500
17.000131,0,2903,2930,17,4165.855957,149759.828125
17.000131,1,4238,4374,91,4108.207031,219703.437500
17.000131,2,13018,13598,497,4322.259277,676795.000000
17.000131,3,1476,1497,19,4065.559814,75923.437500
18.000131,0,3043,3075,23,4415.855957,157427.828125
18.000131,1,5084,5579,427,4358.207031,266350.437500
18.000131,2,14028,14997,914,4572.259277,732292.500000
18.000131,3,1480,1501,20,4315.560059,76143.437500
19.000131,0,3261,3301,24,4665.855957,168746.328125
19.000131,1,6110,6608,442,4608.207031,320011.937500
19.000131,2,14614,15567,937,4822.259277,762991.000000
19.000131,3,1480,1502,20,4565.560059,76143.437500
20.000131,0,3702,3754,24,4915.855957,191158.828125
20.000131,1,7137,7639,442,4858.207031,372368.437500
20.000131,2,14789,15728,937,5072.259277,771881.000000
20.000131,3,1543,1572,20,4815.560059,79366.437500
21.000131,0,4230,4304,42,5165.855957,219021.828125
21.000131,1,8464,9062,501,5108.207031,442808.937500
21.000131,2,14821,15760,937,5322.259277,773579.000000
21.000131,3,1594,1618,21,5065.560059,82034.437500
22.000131,0,4743,4935,154,5415.855957,247408.828125
22.000131,1,9927,11044,1013,5358.207031,523504.437500
22.000131,2,14845,15788,940,5572.259277,774906.500000
22.000131,3,1594,1620,21,5315.560059,82034.437500
23.000131,0,5469,5737,223,5665.855957,285667.812500
23.000131,1,11063,12242,1142,5608.207031,584042.437500
23.000131,2,14873,15816,941,5822.259277,776379.500000
23.000131,3,1596,1623,21,5565.560059,82135.437500
24.001631,0,6397,6671,223,5916.230957,332706.812500
24.001631,1,11473,12625,1142,5858.582031,604835.437500
24.001631,2,14963,15907,941,6072.634277,780944.500000
24.001631,3,1641,1669,21,5815.935059,84412.937500
25.000131,0,7628,7924,223,6165.855957,395424.312500
25.000131,1,11608,12752,1142,6108.207031,611710.437500
25.000131,2,15011,15958,941,6322.259277,783371.500000
25.000131,3,1688,1716,21,6065.560059,86791.437500
26.000131,0,9286,9602,223,6415.855957,480456.312500
26.000131,1,11649,12794,1142,6358.207031,613820.437500
26.000131,2,15090,16033,941,6572.259277,787395.000000
26.000131,3,1721,1748,21,6315.560059,88487.437500
27.000131,0,11150,11562,313,6665.855957,581239.312500
27.000131,1,11699,12848,1144,6608.207031,616518.437500
27.000131,2,15146,16098,944,6822.259277,790428.000000
27.000131,3,1746,1776,24,6565.560059,89830.437500
28.000131,0,12713,13105,316,6915.855957,661918.312500
28.000131,1,11815,12964,1145,6858.207031,622474.937500
28.000131,2,15273,16220,946,7072.259277,797004.500000
