time,sender_number,packets_received,packets_sent,packets_lost,sending_duration,total_delay
1.028049,0,0,0,0,0.000000,0.000000
1.028049,1,30,33,0,618.639282,1515.000000
1.028049,2,0,1,0,0.000000,0.000000
1.028049,3,17,19,0,245.927338,858.500000
2.009881,0,12,14,0,92.841866,606.500000
2.009881,1,76,78,0,914.930664,3839.000000
2.009881,2,68,69,0,296.291382,3454.894287
2.009881,3,58,61,1,542.218750,2936.173584
3.006014,0,99,107,0,341.875000,5009.500000
3.006014,1,111,112,0,1163.963745,5606.500000
3.006014,2,70,71,0,545.324524,3556.394287
3.006014,3,96,99,2,791.251892,4860.173340
4.006514,0,210,214,2,592.000000,10645.000000
4.006514,1,144,145,0,1414.088745,7273.500000
4.006514,2,101,104,1,795.449524,5122.894043
4.006514,3,148,153,2,1041.376831,7495.173340
5.020014,0,267,271,2,845.375000,13529.500000
5.020014,1,177,182,0,1667.463745,8942.500000
5.020014,2,182,196,1,1048.824463,9228.894531
5.020014,3,206,210,2,1294.751831,10430.673828
6.000014,0,365,381,2,1090.375000,18507.000000
6.000014,1,222,224,0,1912.463745,11216.000000
6.000014,2,410,425,3,1293.824463,20838.894531
6.000014,3,240,244,2,1539.751831,12156.673828
7.003014,0,595,600,3,1341.125000,30192.000000
7.003014,1,258,259,0,2163.213867,13047.264648
7.003014,2,493,500,4,1544.574463,25038.894531
7.003014,3,276,281,2,1790.501831,13994.173828
8.000014,0,802,839,5,1590.375000,40798.000000
8.000014,1,292,295,0,2412.463867,14802.264648
8.000014,2,544,553,4,1793.824463,27616.894531
8.000014,3,322,330,3,2039.751831,16374.173828
9.000014,0,1617,1674,18,1840.375000,82774.500000
9.000014,1,371,385,1,2662.463867,18926.765625
9.000014,2,567,573,4,2043.824463,28787.894531
9.000014,3,407,414,4,2289.751953,20770.673828
10.000014,0,2317,2407,31,2090.375000,118452.000000
10.000014,1,646,658,2,2912.463867,32968.265625
10.000014,2,596,606,4,2293.824463,30275.894531
10.000014,3,454,461,4,2539.751953,23165.673828
11.000014,0,3609,3708,43,2340.375000,185009.500000
11.000014,1,779,784,3,3162.463867,39926.265625
11.000014,2,733,752,4,2543.824463,37350.394531
11.000014,3,559,569,4,2789.751953,28626.673828
12.008014,0,4455,4546,54,2592.375000,228272.500000
12.008014,1,824,832,3,3414.463867,42239.265625
12.008014,2,897,904,4,2795.824463,45709.894531
12.008014,3,684,695,4,3041.751953,35044.171875
13.003014,0,5369,5487,62,2841.125000,275064.500000
13.003014,1,872,881,4,3663.213867,44702.265625
13.003014,2,952,962,5,3044.574463,48553.394531
13.003014,3,781,791,6,3290.501953,40029.171875
14.000014,0,6652,6808,89,3090.375000,342059.500000
14.000014,1,1093,1121,10,3912.463867,56261.265625
14.000014,2,993,1004,5,3293.824463,50702.394531
14.000014,3,829,838,7,3539.751953,42516.171875
15.000014,0,7815,8149,229,3340.375000,403589.500000
15.000014,1,1717,1783,22,4162.463867,89424.265625
15.000014,2,1060,1071,5,3543.824463,54274.394531
15.000014,3,861,872,8,3789.751953,44194.171875
16.000014,0,8841,9832,921,3590.375000,460008.000000
16.000014,1,2578,3023,356,4412.463867,136817.765625
16.000014,2,1062,1072,6,3793.824463,54385.394531
16.000014,3,950,972,15,4039.751953,49036.171875
17.000014,0,9601,11248,1581,3840.375000,501956.500000
17.000014,1,3676,4805,1009,4662.463867,197419.765625
17.000014,2,1069,1081,7,4043.824463,54769.894531
17.000014,3,1070,1099,25,4289.751953,55647.671875
18.000014,0,10262,12175,1855,4090.375000,538191.500000
18.000014,1,4959,6523,1486,4912.463867,267573.750000
18.000014,2,1069,1082,7,4293.824707,54769.894531
18.000014,3,1104,1138,32,4539.751953,57512.171875
19.002014,0,10969,12944,1947,4340.875000,575341.500000
19.002014,1,5955,7517,1528,5162.963867,320028.250000
19.002014,2,1096,1110,7,4544.324707,56167.394531
19.002014,3,1145,1186,36,4790.251953,59661.671875
20.000014,0,11501,13486,1952,4590.375000,602497.500000
20.000014,1,6575,8151,1532,5412.463867,352070.250000
20.000014,2,1154,1170,8,4793.824707,59154.894531
20.000014,3,1345,1392,36,5039.751953,69966.171875
21.000014,0,12257,14253,1964,4840.375000,641503.500000
21.000014,1,7138,8688,1534,5662.463867,381073.750000
21.000014,2,1208,1229,8,5043.824707,61938.394531
21.000014,3,1646,1707,38,5289.751953,85563.671875
22.000014,0,12832,14820,1970,5090.375000,670914.000000
22.000014,1,7371,8917,1536,5912.463867,392998.250000
22.000014,2,1251,1267,9,5293.824707,64151.394531
22.000014,3,2092,2157,40,5539.751953,108395.671875
23.015514,0,13102,15088,1973,5344.250000,684629.500000
23.015514,1,7483,9022,1538,6166.338867,398682.250000
23.015514,2,1268,1288,9,5547.699707,65015.894531
